X,uh,vh,Vh,ph,Y,uv,vv,Vv,pv
0.000,0.961,-0.007,0.961,4.647,0.000,0.045081,-0.0037105,0.045,3.638
0.000,0.960,-0.007,0.960,4.642,0.000,0.045896,-0.003891,0.046,3.6375
0.000,0.960,-0.007,0.960,4.637,0.000,0.046711,-0.0040715,0.047,3.6371
0.000,0.959,-0.007,0.959,4.633,0.000,0.047526,-0.004252,0.048,3.6366
0.000,0.958,-0.007,0.958,4.628,0.000,0.048341,-0.0044325,0.049,3.6362
0.001,0.957,-0.007,0.957,4.623,0.001,0.049156,-0.004613,0.049,3.6357
0.001,0.956,-0.007,0.956,4.618,0.001,0.049971,-0.0047935,0.050,3.6353
0.001,0.956,-0.007,0.956,4.614,0.001,0.050786,-0.004974,0.051,3.6349
0.001,0.955,-0.007,0.955,4.609,0.001,0.051601,-0.0051545,0.052,3.6344
0.001,0.954,-0.008,0.954,4.604,0.001,0.052416,-0.005335,0.053,3.634
0.001,0.953,-0.008,0.953,4.600,0.001,0.053231,-0.0055155,0.054,3.6335
0.001,0.953,-0.008,0.953,4.595,0.001,0.054046,-0.005696,0.054,3.6331
0.001,0.952,-0.008,0.952,4.590,0.001,0.054861,-0.0058765,0.055,3.6326
0.001,0.951,-0.008,0.951,4.585,0.001,0.055676,-0.006057,0.056,3.6322
0.001,0.950,-0.008,0.950,4.581,0.001,0.056491,-0.0062375,0.057,3.6317
0.002,0.949,-0.008,0.949,4.576,0.002,0.057307,-0.0064179,0.058,3.6313
0.002,0.949,-0.008,0.949,4.571,0.002,0.058122,-0.0065984,0.058,3.6309
0.002,0.948,-0.008,0.948,4.567,0.002,0.058937,-0.0067789,0.059,3.6304
0.002,0.947,-0.008,0.947,4.562,0.002,0.059752,-0.0069594,0.060,3.63
0.002,0.946,-0.008,0.946,4.557,0.002,0.060567,-0.0071399,0.061,3.6295
0.002,0.946,-0.009,0.946,4.552,0.002,0.061382,-0.0073204,0.062,3.6291
0.002,0.945,-0.009,0.945,4.548,0.002,0.062197,-0.0075009,0.063,3.6286
0.002,0.944,-0.009,0.944,4.543,0.002,0.063012,-0.0076814,0.063,3.6282
0.002,0.943,-0.009,0.943,4.538,0.002,0.063827,-0.0078619,0.064,3.6277
0.002,0.942,-0.009,0.942,4.534,0.002,0.064642,-0.0080424,0.065,3.6273
0.003,0.942,-0.009,0.942,4.529,0.003,0.065457,-0.0082229,0.066,3.6268
0.003,0.941,-0.009,0.941,4.524,0.003,0.066272,-0.0084034,0.067,3.6264
0.003,0.940,-0.009,0.940,4.519,0.003,0.067087,-0.0085839,0.068,3.626
0.003,0.939,-0.009,0.939,4.515,0.003,0.067902,-0.0087644,0.068,3.6255
0.003,0.939,-0.009,0.939,4.510,0.003,0.068717,-0.0089449,0.069,3.6251
0.003,0.938,-0.010,0.938,4.505,0.003,0.069532,-0.0091254,0.070,3.6246
0.003,0.937,-0.010,0.937,4.501,0.003,0.070347,-0.0093059,0.071,3.6242
0.003,0.936,-0.010,0.936,4.496,0.003,0.071163,-0.0094863,0.072,3.6237
0.003,0.935,-0.010,0.936,4.491,0.003,0.071978,-0.0096668,0.073,3.6233
0.003,0.935,-0.010,0.935,4.486,0.003,0.072793,-0.0098473,0.073,3.6228
0.004,0.934,-0.010,0.934,4.482,0.004,0.073608,-0.010028,0.074,3.6224
0.004,0.933,-0.010,0.933,4.477,0.004,0.074423,-0.010208,0.075,3.622
0.004,0.932,-0.010,0.932,4.472,0.004,0.075238,-0.010389,0.076,3.6215
0.004,0.932,-0.010,0.932,4.468,0.004,0.076053,-0.010569,0.077,3.6211
0.004,0.931,-0.010,0.931,4.463,0.004,0.076868,-0.01075,0.078,3.6206
0.004,0.930,-0.010,0.930,4.458,0.004,0.077683,-0.01093,0.078,3.6202
0.004,0.929,-0.011,0.929,4.453,0.004,0.078498,-0.011111,0.079,3.6197
0.004,0.928,-0.011,0.929,4.449,0.004,0.079313,-0.011291,0.080,3.6193
0.004,0.928,-0.011,0.928,4.444,0.004,0.080128,-0.011472,0.081,3.6188
0.004,0.927,-0.011,0.927,4.439,0.004,0.080943,-0.011652,0.082,3.6184
0.005,0.926,-0.011,0.926,4.435,0.005,0.081758,-0.011833,0.083,3.618
0.005,0.925,-0.011,0.925,4.430,0.005,0.082573,-0.012013,0.083,3.6175
0.005,0.925,-0.011,0.925,4.425,0.005,0.083388,-0.012194,0.084,3.6171
0.005,0.924,-0.011,0.924,4.421,0.005,0.084203,-0.012374,0.085,3.6166
0.005,0.923,-0.011,0.923,4.416,0.005,0.085019,-0.012555,0.086,3.6162
0.005,0.922,-0.011,0.922,4.411,0.005,0.085834,-0.012735,0.087,3.6157
0.005,0.920,-0.012,0.920,4.404,0.005,0.087317,-0.01325,0.088,3.615
0.005,0.918,-0.012,0.918,4.397,0.005,0.0888,-0.013765,0.090,3.6143
0.005,0.916,-0.012,0.916,4.390,0.005,0.090284,-0.014279,0.091,3.6136
0.005,0.914,-0.012,0.914,4.383,0.005,0.091767,-0.014794,0.093,3.6129
0.006,0.912,-0.012,0.912,4.376,0.006,0.093251,-0.015309,0.094,3.6122
0.006,0.910,-0.013,0.910,4.369,0.006,0.094734,-0.015823,0.096,3.6115
0.006,0.908,-0.013,0.908,4.362,0.006,0.096218,-0.016338,0.098,3.6108
0.006,0.906,-0.013,0.906,4.355,0.006,0.097701,-0.016853,0.099,3.6101
0.006,0.904,-0.013,0.904,4.348,0.006,0.099184,-0.017368,0.101,3.6094
0.006,0.902,-0.013,0.902,4.341,0.006,0.10067,-0.017882,0.102,3.6086
0.006,0.900,-0.013,0.900,4.334,0.006,0.10215,-0.018397,0.104,3.6079
0.006,0.898,-0.014,0.898,4.327,0.006,0.10363,-0.018912,0.105,3.6072
0.006,0.896,-0.014,0.896,4.320,0.006,0.10512,-0.019426,0.107,3.6065
0.006,0.894,-0.014,0.894,4.313,0.006,0.1066,-0.019941,0.108,3.6058
0.007,0.892,-0.014,0.892,4.306,0.007,0.10808,-0.020456,0.110,3.6051
0.007,0.890,-0.014,0.890,4.299,0.007,0.10957,-0.02097,0.112,3.6044
0.007,0.888,-0.015,0.888,4.292,0.007,0.11105,-0.021485,0.113,3.6037
0.007,0.886,-0.015,0.886,4.284,0.007,0.11254,-0.022,0.115,3.603
0.007,0.884,-0.015,0.884,4.277,0.007,0.11402,-0.022515,0.116,3.6023
0.007,0.882,-0.015,0.882,4.270,0.007,0.1155,-0.023029,0.118,3.6016
0.007,0.880,-0.015,0.880,4.263,0.007,0.11699,-0.023544,0.119,3.6008
0.007,0.878,-0.015,0.878,4.256,0.007,0.11847,-0.024059,0.121,3.6001
0.007,0.876,-0.016,0.876,4.249,0.007,0.11995,-0.024573,0.122,3.5994
0.007,0.874,-0.016,0.874,4.242,0.007,0.12144,-0.025088,0.124,3.5987
0.008,0.872,-0.016,0.872,4.235,0.008,0.12292,-0.025603,0.126,3.598
0.008,0.870,-0.016,0.870,4.228,0.008,0.1244,-0.026117,0.127,3.5973
0.008,0.868,-0.016,0.868,4.221,0.008,0.12589,-0.026632,0.129,3.5966
0.008,0.866,-0.017,0.866,4.214,0.008,0.12737,-0.027147,0.130,3.5959
0.008,0.864,-0.017,0.864,4.207,0.008,0.12885,-0.027662,0.132,3.5952
0.008,0.862,-0.017,0.862,4.200,0.008,0.13034,-0.028176,0.133,3.5945
0.008,0.860,-0.017,0.860,4.193,0.008,0.13182,-0.028691,0.135,3.5938
0.008,0.858,-0.017,0.858,4.186,0.008,0.1333,-0.029206,0.136,3.593
0.008,0.856,-0.017,0.856,4.179,0.008,0.13479,-0.02972,0.138,3.5923
0.008,0.854,-0.018,0.854,4.172,0.008,0.13627,-0.030235,0.140,3.5916
0.009,0.852,-0.018,0.852,4.165,0.009,0.13775,-0.03075,0.141,3.5909
0.009,0.850,-0.018,0.850,4.158,0.009,0.13924,-0.031264,0.143,3.5902
0.009,0.848,-0.018,0.848,4.151,0.009,0.14072,-0.031779,0.144,3.5895
0.009,0.846,-0.018,0.846,4.144,0.009,0.1422,-0.032294,0.146,3.5888
0.009,0.844,-0.019,0.844,4.137,0.009,0.14369,-0.032809,0.147,3.5881
0.009,0.842,-0.019,0.842,4.130,0.009,0.14517,-0.033323,0.149,3.5874
0.009,0.840,-0.019,0.840,4.123,0.009,0.14665,-0.033838,0.151,3.5867
0.009,0.838,-0.019,0.838,4.116,0.009,0.14814,-0.034353,0.152,3.586
0.009,0.836,-0.019,0.836,4.109,0.009,0.14962,-0.034867,0.154,3.5853
0.009,0.834,-0.019,0.834,4.102,0.009,0.1511,-0.035382,0.155,3.5845
0.010,0.832,-0.020,0.832,4.095,0.010,0.15259,-0.035897,0.157,3.5838
0.010,0.830,-0.020,0.830,4.088,0.010,0.15407,-0.036411,0.158,3.5831
0.010,0.828,-0.020,0.828,4.080,0.010,0.15555,-0.036926,0.160,3.5824
0.010,0.826,-0.020,0.826,4.073,0.010,0.15704,-0.037441,0.161,3.5817
0.010,0.824,-0.020,0.824,4.066,0.010,0.15852,-0.037956,0.163,3.581
0.010,0.822,-0.021,0.822,4.059,0.010,0.16,-0.03847,0.165,3.5803
0.010,0.820,-0.021,0.820,4.056,0.010,0.16118,-0.039184,0.166,3.5799
0.010,0.817,-0.021,0.818,4.053,0.010,0.16236,-0.039899,0.167,3.5795
0.010,0.815,-0.021,0.815,4.049,0.010,0.16353,-0.040613,0.168,3.5792
0.010,0.813,-0.021,0.813,4.046,0.010,0.16471,-0.041327,0.170,3.5788
0.011,0.810,-0.021,0.811,4.043,0.011,0.16589,-0.042041,0.171,3.5784
0.011,0.808,-0.022,0.808,4.040,0.011,0.16707,-0.042755,0.172,3.578
0.011,0.806,-0.022,0.806,4.036,0.011,0.16824,-0.043469,0.174,3.5777
0.011,0.803,-0.022,0.804,4.033,0.011,0.16942,-0.044184,0.175,3.5773
0.011,0.801,-0.022,0.801,4.030,0.011,0.1706,-0.044898,0.176,3.5769
0.011,0.799,-0.022,0.799,4.026,0.011,0.17177,-0.045612,0.178,3.5765
0.011,0.796,-0.022,0.797,4.023,0.011,0.17295,-0.046326,0.179,3.5761
0.011,0.794,-0.023,0.794,4.020,0.011,0.17413,-0.04704,0.180,3.5758
0.011,0.792,-0.023,0.792,4.016,0.011,0.1753,-0.047755,0.182,3.5754
0.011,0.789,-0.023,0.790,4.013,0.011,0.17648,-0.048469,0.183,3.575
0.012,0.787,-0.023,0.787,4.010,0.012,0.17766,-0.049183,0.184,3.5746
0.012,0.785,-0.023,0.785,4.007,0.012,0.17883,-0.049897,0.186,3.5743
0.012,0.782,-0.023,0.783,4.003,0.012,0.18001,-0.050611,0.187,3.5739
0.012,0.780,-0.024,0.780,4.000,0.012,0.18119,-0.051325,0.188,3.5735
0.012,0.777,-0.024,0.778,3.997,0.012,0.18236,-0.05204,0.190,3.5731
0.012,0.775,-0.024,0.775,3.993,0.012,0.18354,-0.052754,0.191,3.5728
0.012,0.773,-0.024,0.773,3.990,0.012,0.18472,-0.053468,0.192,3.5724
0.012,0.770,-0.024,0.771,3.987,0.012,0.1859,-0.054182,0.194,3.572
0.012,0.768,-0.025,0.768,3.983,0.012,0.18707,-0.054896,0.195,3.5716
0.012,0.766,-0.025,0.766,3.980,0.012,0.18825,-0.055611,0.196,3.5713
0.013,0.763,-0.025,0.764,3.977,0.013,0.18943,-0.056325,0.198,3.5709
0.013,0.761,-0.025,0.761,3.973,0.013,0.1906,-0.057039,0.199,3.5705
0.013,0.759,-0.025,0.759,3.970,0.013,0.19178,-0.057753,0.200,3.5701
0.013,0.756,-0.025,0.757,3.967,0.013,0.19296,-0.058467,0.202,3.5697
0.013,0.754,-0.026,0.754,3.964,0.013,0.19413,-0.059181,0.203,3.5694
0.013,0.752,-0.026,0.752,3.960,0.013,0.19531,-0.059896,0.204,3.569
0.013,0.749,-0.026,0.750,3.957,0.013,0.19649,-0.06061,0.206,3.5686
0.013,0.747,-0.026,0.747,3.954,0.013,0.19766,-0.061324,0.207,3.5682
0.013,0.745,-0.026,0.745,3.950,0.013,0.19884,-0.062038,0.208,3.5679
0.013,0.742,-0.026,0.743,3.947,0.013,0.20002,-0.062752,0.210,3.5675
0.014,0.740,-0.027,0.740,3.944,0.014,0.20119,-0.063467,0.211,3.5671
0.014,0.737,-0.027,0.738,3.940,0.014,0.20237,-0.064181,0.212,3.5667
0.014,0.735,-0.027,0.736,3.937,0.014,0.20355,-0.064895,0.214,3.5664
0.014,0.733,-0.027,0.733,3.934,0.014,0.20472,-0.065609,0.215,3.566
0.014,0.730,-0.027,0.731,3.930,0.014,0.2059,-0.066323,0.216,3.5656
0.014,0.728,-0.027,0.729,3.927,0.014,0.20708,-0.067037,0.218,3.5652
0.014,0.726,-0.028,0.726,3.924,0.014,0.20826,-0.067752,0.219,3.5649
0.014,0.723,-0.028,0.724,3.921,0.014,0.20943,-0.068466,0.220,3.5645
0.014,0.721,-0.028,0.722,3.917,0.014,0.21061,-0.06918,0.222,3.5641
0.014,0.719,-0.028,0.719,3.914,0.014,0.21179,-0.069894,0.223,3.5637
0.015,0.716,-0.028,0.717,3.911,0.015,0.21296,-0.070608,0.224,3.5633
0.015,0.714,-0.029,0.715,3.907,0.015,0.21414,-0.071323,0.226,3.563
0.015,0.712,-0.029,0.712,3.904,0.015,0.21532,-0.072037,0.227,3.5626
0.015,0.709,-0.029,0.710,3.901,0.015,0.21649,-0.072751,0.228,3.5622
0.015,0.707,-0.029,0.707,3.897,0.015,0.21767,-0.073465,0.230,3.5618
0.015,0.705,-0.029,0.705,3.894,0.015,0.21885,-0.074179,0.231,3.5615
0.015,0.703,-0.029,0.703,3.892,0.015,0.21972,-0.074904,0.232,3.5613
0.015,0.701,-0.030,0.701,3.891,0.015,0.2206,-0.075629,0.233,3.5612
0.015,0.699,-0.030,0.699,3.889,0.015,0.22148,-0.076354,0.234,3.5611
0.015,0.696,-0.030,0.697,3.888,0.015,0.22236,-0.077078,0.235,3.561
0.016,0.694,-0.030,0.695,3.886,0.016,0.22323,-0.077803,0.236,3.5608
0.016,0.692,-0.030,0.693,3.884,0.016,0.22411,-0.078528,0.237,3.5607
0.016,0.690,-0.030,0.691,3.883,0.016,0.22499,-0.079253,0.239,3.5606
0.016,0.688,-0.031,0.689,3.881,0.016,0.22586,-0.079977,0.240,3.5605
0.016,0.686,-0.031,0.687,3.879,0.016,0.22674,-0.080702,0.241,3.5604
0.016,0.684,-0.031,0.685,3.878,0.016,0.22762,-0.081427,0.242,3.5602
0.016,0.682,-0.031,0.683,3.876,0.016,0.2285,-0.082152,0.243,3.5601
0.016,0.680,-0.031,0.681,3.875,0.016,0.22937,-0.082876,0.244,3.56
0.016,0.678,-0.032,0.679,3.873,0.016,0.23025,-0.083601,0.245,3.5599
0.016,0.676,-0.032,0.677,3.871,0.016,0.23113,-0.084326,0.246,3.5597
0.017,0.674,-0.032,0.675,3.870,0.017,0.23201,-0.085051,0.247,3.5596
0.017,0.672,-0.032,0.673,3.868,0.017,0.23288,-0.085775,0.248,3.5595
0.017,0.670,-0.032,0.671,3.866,0.017,0.23376,-0.0865,0.249,3.5594
0.017,0.668,-0.032,0.669,3.865,0.017,0.23464,-0.087225,0.250,3.5592
0.017,0.666,-0.033,0.667,3.863,0.017,0.23551,-0.08795,0.251,3.5591
0.017,0.664,-0.033,0.665,3.861,0.017,0.23639,-0.088675,0.252,3.559
0.017,0.662,-0.033,0.663,3.860,0.017,0.23727,-0.089399,0.254,3.5589
0.017,0.660,-0.033,0.661,3.858,0.017,0.23815,-0.090124,0.255,3.5587
0.017,0.658,-0.033,0.659,3.857,0.017,0.23902,-0.090849,0.256,3.5586
0.017,0.656,-0.033,0.657,3.855,0.017,0.2399,-0.091574,0.257,3.5585
0.018,0.654,-0.034,0.655,3.853,0.018,0.24078,-0.092298,0.258,3.5584
0.018,0.652,-0.034,0.653,3.852,0.018,0.24166,-0.093023,0.259,3.5582
0.018,0.650,-0.034,0.651,3.850,0.018,0.24253,-0.093748,0.260,3.5581
0.018,0.648,-0.034,0.649,3.848,0.018,0.24341,-0.094473,0.261,3.558
0.018,0.646,-0.034,0.647,3.847,0.018,0.24429,-0.095197,0.262,3.5579
0.018,0.644,-0.035,0.645,3.845,0.018,0.24516,-0.095922,0.263,3.5577
0.018,0.642,-0.035,0.643,3.843,0.018,0.24604,-0.096647,0.264,3.5576
0.018,0.640,-0.035,0.641,3.842,0.018,0.24692,-0.097372,0.265,3.5575
0.018,0.638,-0.035,0.639,3.840,0.018,0.2478,-0.098096,0.267,3.5574
0.018,0.636,-0.035,0.637,3.839,0.018,0.24867,-0.098821,0.268,3.5572
0.019,0.634,-0.035,0.635,3.837,0.019,0.24955,-0.099546,0.269,3.5571
0.019,0.632,-0.036,0.633,3.835,0.019,0.25043,-0.10027,0.270,3.557
0.019,0.630,-0.036,0.631,3.834,0.019,0.25131,-0.101,0.271,3.5569
0.019,0.628,-0.036,0.629,3.832,0.019,0.25218,-0.10172,0.272,3.5568
0.019,0.626,-0.036,0.627,3.830,0.019,0.25306,-0.10245,0.273,3.5566
0.019,0.624,-0.036,0.625,3.829,0.019,0.25394,-0.10317,0.274,3.5565
0.019,0.622,-0.037,0.623,3.827,0.019,0.25481,-0.10389,0.275,3.5564
0.019,0.620,-0.037,0.621,3.826,0.019,0.25569,-0.10462,0.276,3.5563
0.019,0.618,-0.037,0.619,3.824,0.019,0.25657,-0.10534,0.277,3.5561
0.019,0.616,-0.037,0.617,3.822,0.019,0.25745,-0.10607,0.278,3.556
0.020,0.614,-0.037,0.615,3.821,0.020,0.25832,-0.10679,0.280,3.5559
0.020,0.612,-0.037,0.613,3.819,0.020,0.2592,-0.10752,0.281,3.5558
0.020,0.610,-0.038,0.611,3.817,0.020,0.26008,-0.10824,0.282,3.5556
0.020,0.608,-0.038,0.609,3.816,0.020,0.26095,-0.10897,0.283,3.5555
0.020,0.606,-0.038,0.607,3.814,0.020,0.26183,-0.10969,0.284,3.5554
0.020,0.604,-0.038,0.605,3.812,0.020,0.26271,-0.11042,0.285,3.5553
0.020,0.602,-0.038,0.603,3.811,0.020,0.26334,-0.11102,0.286,3.5553
0.020,0.601,-0.039,0.602,3.810,0.020,0.26397,-0.11162,0.287,3.5554
0.020,0.599,-0.039,0.600,3.809,0.020,0.2646,-0.11222,0.287,3.5555
0.020,0.598,-0.039,0.599,3.808,0.020,0.26523,-0.11283,0.288,3.5555
0.021,0.596,-0.039,0.597,3.807,0.021,0.26585,-0.11343,0.289,3.5556
0.021,0.594,-0.039,0.596,3.806,0.021,0.26648,-0.11403,0.290,3.5556
0.021,0.593,-0.039,0.594,3.805,0.021,0.26711,-0.11463,0.291,3.5557
0.021,0.591,-0.040,0.593,3.804,0.021,0.26774,-0.11524,0.291,3.5558
0.021,0.590,-0.040,0.591,3.802,0.021,0.26837,-0.11584,0.292,3.5558
0.021,0.588,-0.040,0.589,3.801,0.021,0.269,-0.11644,0.293,3.5559
0.021,0.587,-0.040,0.588,3.800,0.021,0.26963,-0.11704,0.294,3.5559
0.021,0.585,-0.040,0.586,3.799,0.021,0.27026,-0.11764,0.295,3.556
0.021,0.583,-0.041,0.585,3.798,0.021,0.27089,-0.11825,0.296,3.5561
0.021,0.582,-0.041,0.583,3.797,0.021,0.27152,-0.11885,0.296,3.5561
0.022,0.580,-0.041,0.582,3.796,0.022,0.27215,-0.11945,0.297,3.5562
0.022,0.579,-0.041,0.580,3.795,0.022,0.27277,-0.12005,0.298,3.5563
0.022,0.577,-0.041,0.579,3.793,0.022,0.2734,-0.12066,0.299,3.5563
0.022,0.576,-0.042,0.577,3.792,0.022,0.27403,-0.12126,0.300,3.5564
0.022,0.574,-0.042,0.575,3.791,0.022,0.27466,-0.12186,0.300,3.5564
0.022,0.572,-0.042,0.574,3.790,0.022,0.27529,-0.12246,0.301,3.5565
0.022,0.571,-0.042,0.572,3.789,0.022,0.27592,-0.12307,0.302,3.5566
0.022,0.569,-0.042,0.571,3.788,0.022,0.27655,-0.12367,0.303,3.5566
0.022,0.568,-0.043,0.569,3.787,0.022,0.27718,-0.12427,0.304,3.5567
0.022,0.566,-0.043,0.568,3.786,0.022,0.27781,-0.12487,0.305,3.5568
0.023,0.565,-0.043,0.566,3.785,0.023,0.27844,-0.12547,0.305,3.5568
0.023,0.563,-0.043,0.565,3.783,0.023,0.27906,-0.12608,0.306,3.5569
0.023,0.561,-0.043,0.563,3.782,0.023,0.27969,-0.12668,0.307,3.5569
0.023,0.560,-0.044,0.561,3.781,0.023,0.28032,-0.12728,0.308,3.557
0.023,0.558,-0.044,0.560,3.780,0.023,0.28095,-0.12788,0.309,3.5571
0.023,0.557,-0.044,0.558,3.779,0.023,0.28158,-0.12849,0.310,3.5571
0.023,0.555,-0.044,0.557,3.778,0.023,0.28221,-0.12909,0.310,3.5572
0.023,0.554,-0.044,0.555,3.777,0.023,0.28284,-0.12969,0.311,3.5572
0.023,0.552,-0.045,0.554,3.776,0.023,0.28347,-0.13029,0.312,3.5573
0.023,0.550,-0.045,0.552,3.774,0.023,0.2841,-0.13089,0.313,3.5574
0.024,0.549,-0.045,0.551,3.773,0.024,0.28473,-0.1315,0.314,3.5574
0.024,0.547,-0.045,0.549,3.772,0.024,0.28536,-0.1321,0.314,3.5575
0.024,0.546,-0.045,0.548,3.771,0.024,0.28598,-0.1327,0.315,3.5576
0.024,0.544,-0.045,0.546,3.770,0.024,0.28661,-0.1333,0.316,3.5576
0.024,0.542,-0.046,0.544,3.769,0.024,0.28724,-0.13391,0.317,3.5577
0.024,0.541,-0.046,0.543,3.768,0.024,0.28787,-0.13451,0.318,3.5577
0.024,0.539,-0.046,0.541,3.767,0.024,0.2885,-0.13511,0.319,3.5578
0.024,0.538,-0.046,0.540,3.766,0.024,0.28913,-0.13571,0.319,3.5579
0.024,0.536,-0.046,0.538,3.764,0.024,0.28976,-0.13632,0.320,3.5579
0.024,0.535,-0.047,0.537,3.763,0.024,0.29039,-0.13692,0.321,3.558
0.025,0.533,-0.047,0.535,3.762,0.025,0.29102,-0.13752,0.322,3.5581
0.025,0.531,-0.047,0.534,3.761,0.025,0.29165,-0.13812,0.323,3.5581
0.025,0.530,-0.047,0.532,3.760,0.025,0.29228,-0.13872,0.324,3.5582
0.025,0.528,-0.047,0.530,3.759,0.025,0.2929,-0.13933,0.324,3.5582
0.025,0.527,-0.048,0.529,3.758,0.025,0.29353,-0.13993,0.325,3.5583
0.025,0.525,-0.048,0.527,3.757,0.025,0.29416,-0.14053,0.326,3.5584
0.025,0.524,-0.048,0.526,3.756,0.025,0.2946,-0.14093,0.327,3.5586
0.025,0.523,-0.048,0.525,3.755,0.025,0.29504,-0.14132,0.327,3.5588
0.025,0.522,-0.048,0.524,3.754,0.025,0.29547,-0.14172,0.328,3.559
0.025,0.520,-0.049,0.523,3.753,0.025,0.29591,-0.14211,0.328,3.5592
0.026,0.519,-0.049,0.521,3.753,0.026,0.29635,-0.14251,0.329,3.5594
0.026,0.518,-0.049,0.520,3.752,0.026,0.29678,-0.1429,0.329,3.5597
0.026,0.517,-0.049,0.519,3.751,0.026,0.29722,-0.1433,0.330,3.5599
0.026,0.515,-0.050,0.518,3.750,0.026,0.29766,-0.14369,0.331,3.5601
0.026,0.514,-0.050,0.517,3.749,0.026,0.29809,-0.14409,0.331,3.5603
0.026,0.513,-0.050,0.515,3.749,0.026,0.29853,-0.14448,0.332,3.5605
0.026,0.512,-0.050,0.514,3.748,0.026,0.29897,-0.14488,0.332,3.5607
0.026,0.511,-0.050,0.513,3.747,0.026,0.2994,-0.14527,0.333,3.5609
0.026,0.509,-0.051,0.512,3.746,0.026,0.29984,-0.14567,0.333,3.5612
0.026,0.508,-0.051,0.511,3.746,0.026,0.30028,-0.14607,0.334,3.5614
0.027,0.507,-0.051,0.509,3.745,0.027,0.30072,-0.14646,0.334,3.5616
0.027,0.506,-0.051,0.508,3.744,0.027,0.30115,-0.14686,0.335,3.5618
0.027,0.504,-0.052,0.507,3.743,0.027,0.30159,-0.14725,0.336,3.562
0.027,0.503,-0.052,0.506,3.742,0.027,0.30203,-0.14765,0.336,3.5622
0.027,0.502,-0.052,0.505,3.742,0.027,0.30246,-0.14804,0.337,3.5624
0.027,0.501,-0.052,0.503,3.741,0.027,0.3029,-0.14844,0.337,3.5627
0.027,0.500,-0.052,0.502,3.740,0.027,0.30334,-0.14883,0.338,3.5629
0.027,0.498,-0.053,0.501,3.739,0.027,0.30377,-0.14923,0.338,3.5631
0.027,0.497,-0.053,0.500,3.738,0.027,0.30421,-0.14962,0.339,3.5633
0.027,0.496,-0.053,0.499,3.738,0.027,0.30465,-0.15002,0.340,3.5635
0.028,0.495,-0.053,0.497,3.737,0.028,0.30508,-0.15041,0.340,3.5637
0.028,0.493,-0.053,0.496,3.736,0.028,0.30552,-0.15081,0.341,3.564
0.028,0.492,-0.054,0.495,3.735,0.028,0.30596,-0.1512,0.341,3.5642
0.028,0.491,-0.054,0.494,3.735,0.028,0.30639,-0.1516,0.342,3.5644
0.028,0.490,-0.054,0.493,3.734,0.028,0.30683,-0.15199,0.342,3.5646
0.028,0.489,-0.054,0.492,3.733,0.028,0.30727,-0.15239,0.343,3.5648
0.028,0.487,-0.055,0.490,3.732,0.028,0.30771,-0.15279,0.344,3.565
0.028,0.486,-0.055,0.489,3.731,0.028,0.30814,-0.15318,0.344,3.5652
0.028,0.485,-0.055,0.488,3.731,0.028,0.30858,-0.15358,0.345,3.5655
0.028,0.484,-0.055,0.487,3.730,0.028,0.30902,-0.15397,0.345,3.5657
0.029,0.482,-0.055,0.486,3.729,0.029,0.30945,-0.15437,0.346,3.5659
0.029,0.481,-0.056,0.484,3.728,0.029,0.30989,-0.15476,0.346,3.5661
0.029,0.480,-0.056,0.483,3.727,0.029,0.31033,-0.15516,0.347,3.5663
0.029,0.479,-0.056,0.482,3.727,0.029,0.31076,-0.15555,0.348,3.5665
0.029,0.477,-0.056,0.481,3.726,0.029,0.3112,-0.15595,0.348,3.5667
0.029,0.476,-0.057,0.480,3.725,0.029,0.31164,-0.15634,0.349,3.567
0.029,0.475,-0.057,0.478,3.724,0.029,0.31207,-0.15674,0.349,3.5672
0.029,0.474,-0.057,0.477,3.723,0.029,0.31251,-0.15713,0.350,3.5674
0.029,0.473,-0.057,0.476,3.723,0.029,0.31295,-0.15753,0.350,3.5676
0.029,0.471,-0.057,0.475,3.722,0.029,0.31338,-0.15792,0.351,3.5678
0.030,0.470,-0.058,0.474,3.721,0.030,0.31382,-0.15832,0.351,3.568
0.030,0.469,-0.058,0.472,3.720,0.030,0.31426,-0.15872,0.352,3.5683
0.030,0.468,-0.058,0.471,3.720,0.030,0.3147,-0.15911,0.353,3.5685
0.030,0.466,-0.058,0.470,3.719,0.030,0.31513,-0.15951,0.353,3.5687
0.030,0.465,-0.058,0.469,3.718,0.030,0.31557,-0.1599,0.354,3.5689
0.030,0.464,-0.059,0.468,3.717,0.030,0.31601,-0.1603,0.354,3.5691
0.030,0.463,-0.059,0.467,3.717,0.030,0.31628,-0.16044,0.355,3.5694
0.030,0.462,-0.059,0.466,3.716,0.030,0.31656,-0.16058,0.355,3.5698
0.030,0.461,-0.059,0.465,3.715,0.030,0.31684,-0.16072,0.355,3.5701
0.030,0.460,-0.060,0.464,3.715,0.030,0.31712,-0.16087,0.356,3.5704
0.031,0.459,-0.060,0.463,3.714,0.031,0.31739,-0.16101,0.356,3.5708
0.031,0.458,-0.060,0.462,3.714,0.031,0.31767,-0.16115,0.356,3.5711
0.031,0.457,-0.060,0.461,3.713,0.031,0.31795,-0.16129,0.357,3.5714
0.031,0.456,-0.061,0.460,3.713,0.031,0.31823,-0.16143,0.357,3.5717
0.031,0.455,-0.061,0.459,3.712,0.031,0.31851,-0.16158,0.357,3.5721
